community_resource,complex_id,complex_name,subunits_annotated,n_subunits_annotated,subunits_with_MS_signal,n_subunits_with_MS_signal,subunits_coeluting,n_subunits_coeluting,completeness,left_feature_boundary,right_feature_boundary,feature_apex,feature_area,peak_corr,feature_area_subunits,intensity_ratio,stoichiometry_estimated,monomer_mw,monomer_sec,coelution_score,pvalue,qvalue,feature_id,best_feature,feature_count,relInt_sub,relInt_mean
bioplex,Q9BWT1,Q9BWT1,P27348;P31947;P63104;Q04917;Q9BWT1,5,P27348;P31947;P63104;Q04917,4,P27348;P31947;P63104;Q04917,4,0.8,45,75,50,27490400,0.890848074,5811497;39789;18593227;3025503,146.057880318681;1;467.295659604413;76.0386790318932,146;1;467;76,27.764;27.774;27.745;28.219,59;59;59;59,0.995224037,0.000661376,0.001170711,1843,1,2,0.88;1;0.88;0.81,0.8925
bioplex,Q9BWT1,Q9BWT1,P27348;P31947;P63104;Q04917;Q9BWT1,5,P27348;P31947;P63104;Q04917,4,P63104;Q04917,2,0.4,1,15,9,540748,0.977917598,416041;124707,3.33614793074968;1,3;1,27.745;28.219,59;59,NA,NA,NA,1844,0,2,0.02;0.03,0.025
bioplex,Q9BX70,Q9BX70,P61201;Q7L5N1;Q92905;Q9BX70;Q9NZ63;Q9UJX0;Q9UNS2,7,P61201;Q7L5N1;Q92905;Q9NZ63;Q9UNS2,5,P61201;Q7L5N1;Q92905;Q9UNS2,4,0.571428571,23,41,35,5207193,0.995903227,1479954;1628981;987615;1110643,1.49851308455218;1.64940892959301;1;1.12457080947535,1;2;1;1,51.597;36.163;37.579;47.873,53;56;56;54,0.999998637,0.000661376,0.001170711,1845,1,1,0.91;0.8;0.84;0.76,0.8275
bioplex,Q9BXB4,Q9BXB4,O95292;P31689;Q9BX97;Q9BXB4;Q9Y2M5,5,O95292;P31689;Q9BXB4,3,O95292;P31689;Q9BXB4,3,0.6,1,17,9,3067940,0.944872784,1825402;1007116;234879,7.77166966821214;4.28780776484914;1,8;4;1,27.228;44.868;83.643,59;54;48,0.9830785,0.003306878,0.004612856,1846,1,1,0.63;0.31;0.86,0.6
bioplex,Q9BXS6,Q9BXS6,O14556;O95373;P09210;P18754;P25815;P49790;P49792;Q14974;Q15828;Q96GV9;Q9BXS6,11,O95373;P18754;P49790;P49792;Q14974;Q9BXS6,6,O95373;Q14974,2,0.181818182,1,15,10,4803427,0.982948711,1105685;3697742,1;3.34429968752402,1;3,119.517;97.17,45;47,0.841993088,0.066798942,0.048985891,1847,1,2,0.29;0.24,0.265
bioplex,Q9BXS6,Q9BXS6,O14556;O95373;P09210;P18754;P25815;P49790;P49792;Q14974;Q15828;Q96GV9;Q9BXS6,11,O95373;P18754;P49790;P49792;Q14974;Q9BXS6,6,P49790;P49792,2,0.181818182,1,16,8,754812,0.943004877,315967;438845,1;1.38889504283675,1;1,153.938;358.199,43;34,NA,NA,NA,1848,0,2,0.67;0.68,0.675
bioplex,Q9BY78,Q9BY78,A6NK07;O60361;O75844;P00387;P20340;P27105;P52747;P61019;P62495;P84085;Q05639;Q06323;Q5T8P6;Q9BY78;Q9H0U4;Q9H467,16,O75844;P00387;P20340;P27105;P52747;P61019;P62495;P84085;Q05639;Q06323;Q9H467,11,O75844;P00387;P20340;P27105;P61019,5,0.3125,1,15,11,5950271,0.910469692,1050720;2600159;669632;632129;997631,1.66219236896266;4.11333604375056;1.05932808018616;1;1.57820792907777,2;4;1;1;2,54.813;34.235;23.593;31.731;23.546,52;57;61;58;61,0.960719044,0.009920635,0.011716087,1849,1,5,0.43;0.4;0.39;0.92;0.35,0.498
bioplex,Q9BY78,Q9BY78,A6NK07;O60361;O75844;P00387;P20340;P27105;P52747;P61019;P62495;P84085;Q05639;Q06323;Q5T8P6;Q9BY78;Q9H0U4;Q9H467,16,O75844;P00387;P20340;P27105;P52747;P61019;P62495;P84085;Q05639;Q06323;Q9H467,11,O75844;P00387;P20340;P61019;Q05639,5,0.3125,15,42,18,7336683,0.797825108,1097251;3019258;813539;1409432;997203,1.34873804451907;3.71126399594857;1;1.73247010899293;1.225759305946,1;4;1;2;1,54.813;34.235;23.593;23.546;50.47,52;57;61;61;53,NA,NA,NA,1850,0,5,0.45;0.47;0.47;0.5;0.16,0.41
bioplex,Q9BY78,Q9BY78,A6NK07;O60361;O75844;P00387;P20340;P27105;P52747;P61019;P62495;P84085;Q05639;Q06323;Q5T8P6;Q9BY78;Q9H0U4;Q9H467,16,O75844;P00387;P20340;P27105;P52747;P61019;P62495;P84085;Q05639;Q06323;Q9H467,11,P84085;Q06323,2,0.125,1,17,10,89721,0.882189393,59154;24792,2.38601161665053;1,2;1,20.53;28.723,62;59,NA,NA,NA,1852,0,5,0.14;0.01,0.075
bioplex,Q9BY78,Q9BY78,A6NK07;O60361;O75844;P00387;P20340;P27105;P52747;P61019;P62495;P84085;Q05639;Q06323;Q5T8P6;Q9BY78;Q9H0U4;Q9H467,16,O75844;P00387;P20340;P27105;P52747;P61019;P62495;P84085;Q05639;Q06323;Q9H467,11,Q05639;Q9H467,2,0.125,29,38,35,270757,0.842476762,259259;11192,23.1646711937098;1,23;1,50.47;32.009,53;58,NA,NA,NA,1853,0,5,0.04;0.04,0.04
bioplex,Q9BYC8,Q9BYC8,O14979;P09651;P26373;P62241;Q13084;Q13595;Q8IXZ2;Q9BYC8;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,12,O14979;P09651;P26373;P62241;Q13084;Q9BYC8;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,10,Q13084;Q9BYC8;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,6,0.5,12,33,17,3352877,0.98542677,494388;201139;909498;670123;314488;740036,2.45794202019499;1;4.52173869811424;3.33164130278066;1.56353566439129;3.67922680335489,2;1;5;3;2;4,30.157;21.405;34.919;29.45;50.365;38.712,58;61;57;58;53;56,0.999999718,0.000661376,0.001170711,1855,1,3,0.68;0.7;0.7;0.68;0.69;0.6,0.675
bioplex,Q9BYC8,Q9BYC8,O14979;P09651;P26373;P62241;Q13084;Q13595;Q8IXZ2;Q9BYC8;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,12,O14979;P09651;P26373;P62241;Q13084;Q9BYC8;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,10,P26373;P62241,2,0.166666667,1,33,5,14513591,0.919464991,6221175;8292416,1;1.33293405184712,1;1,24.261;24.205,60;60,NA,NA,NA,1854,0,3,0.96;0.88,0.92
bioplex,Q9BYC8,Q9BYC8,O14979;P09651;P26373;P62241;Q13084;Q13595;Q8IXZ2;Q9BYC8;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,12,O14979;P09651;P26373;P62241;Q13084;Q9BYC8;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,10,Q9BYD3;Q9NYK5,2,0.166666667,1,13,10,912672,0.900829325,495776;416896,1.18920785999386;1,1;1,34.919;38.712,57;56,NA,NA,NA,1856,0,3,0.38;0.34,0.36
bioplex,Q9BYC9,Q9BYC9,O14958;P17026;P26373;P40855;P62241;Q13084;Q8N983;Q9BYC9;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,12,P26373;P40855;P62241;Q13084;Q8N983;Q9BYC9;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,10,Q13084;Q8N983;Q9BYC9;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,7,0.583333333,12,33,17,4299393,0.98347231,494388;721975;425839;909498;670123;314488;740036,1.57204090458141;2.29571557579303;1.35407074355778;2.89199587901605;2.13083806059373;1;2.35314543003231,2;2;1;3;2;1;2,30.157;23.431;17.443;34.919;29.45;50.365;38.712,58;61;63;57;58;53;56,0.999999991,0.000661376,0.001170711,1859,1,4,0.68;0.68;0.67;0.7;0.68;0.69;0.6,0.671428571
bioplex,Q9BYC9,Q9BYC9,O14958;P17026;P26373;P40855;P62241;Q13084;Q8N983;Q9BYC9;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,12,P26373;P40855;P62241;Q13084;Q8N983;Q9BYC9;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,10,Q8N983;Q9BYD3;Q9NP92;Q9NYK5,4,0.333333333,1,13,10,1469818,0.945842594,374894;495776;182252;416896,2.05700897658188;2.72027741808046;1;2.28747009635011,2;3;1;2,23.431;34.919;50.365;38.712,61;57;53;56,NA,NA,NA,1860,0,4,0.35;0.38;0.4;0.34,0.3675
bioplex,Q9BYC9,Q9BYC9,O14958;P17026;P26373;P40855;P62241;Q13084;Q8N983;Q9BYC9;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,12,P26373;P40855;P62241;Q13084;Q8N983;Q9BYC9;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,10,P26373;P62241,2,0.166666667,1,33,5,14513591,0.919464991,6221175;8292416,1;1.33293405184712,1;1,24.261;24.205,60;60,NA,NA,NA,1857,0,4,0.96;0.88,0.92
bioplex,Q9BYC9,Q9BYC9,O14958;P17026;P26373;P40855;P62241;Q13084;Q8N983;Q9BYC9;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,12,P26373;P40855;P62241;Q13084;Q8N983;Q9BYC9;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,10,P40855;P62241,2,0.166666667,44,54,49,984383,0.810059994,283309;701074,1;2.47459134725688,1;2,32.807;24.205,57;60,NA,NA,NA,1858,0,4,0.41;0.07,0.24
bioplex,Q9BYD1,Q9BYD1,P09651;P26373;P62241;Q02878;Q13084;Q8IXZ2;Q9BYD1;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,12,P09651;P26373;P62241;Q02878;Q13084;Q9BYD1;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,11,Q13084;Q9BYD1;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,7,0.583333333,12,34,17,4923083,0.985145864,494388;901862;909498;866220;670123;314488;740036,1.57204090458141;2.8677151433441;2.89199587901605;2.75438172521686;2.13083806059373;1;2.35314543003231,2;3;3;3;2;1;2,30.157;20.692;34.919;48.117;29.45;50.365;38.712,58;62;57;54;58;53;56,0.999999995,0.000661376,0.001170711,1862,1,3,0.68;0.72;0.7;0.67;0.68;0.69;0.6,0.677142857
bioplex,Q9BYD1,Q9BYD1,P09651;P26373;P62241;Q02878;Q13084;Q8IXZ2;Q9BYD1;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,12,P09651;P26373;P62241;Q02878;Q13084;Q9BYD1;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,11,P26373;P62241;Q02878,3,0.25,1,36,5,23759888,0.944862622,6251963;8330857;9177068,1;1.33251860255731;1.46786985143706,1;1;1,24.261;24.205;32.728,60;60;57,NA,NA,NA,1861,0,3,0.96;0.89;0.97,0.94
bioplex,Q9BYD1,Q9BYD1,P09651;P26373;P62241;Q02878;Q13084;Q8IXZ2;Q9BYD1;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,12,P09651;P26373;P62241;Q02878;Q13084;Q9BYD1;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,11,Q9BYD3;Q9NP92;Q9NYK5,3,0.25,1,13,10,1094924,0.931743315,495776;182252;416896,2.72027741808046;1;2.28747009635011,3;1;2,34.919;50.365;38.712,57;53;56,NA,NA,NA,1863,0,3,0.38;0.4;0.34,0.373333333
bioplex,Q9BYD2,Q9BYD2,P09651;P17026;P26373;P62241;Q02878;Q13084;Q6XE24;Q8IXZ2;Q9BYD2;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,14,P09651;P26373;P62241;Q02878;Q13084;Q9BYD2;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,11,Q13084;Q9BYD2;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,7,0.5,12,34,17,4658872,0.985247021,494388;634684;909498;866220;670123;314488;740036,1.57204090458141;2.01815013609422;2.89199587901605;2.75438172521686;2.13083806059373;1;2.35314543003231,2;2;3;3;2;1;2,30.157;30.243;34.919;48.117;29.45;50.365;38.712,58;58;57;54;58;53;56,0.999999984,0.000661376,0.001170711,1865,1,3,0.68;0.68;0.7;0.67;0.68;0.69;0.6,0.671428571
bioplex,Q9BYD2,Q9BYD2,P09651;P17026;P26373;P62241;Q02878;Q13084;Q6XE24;Q8IXZ2;Q9BYD2;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,14,P09651;P26373;P62241;Q02878;Q13084;Q9BYD2;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,11,P26373;P62241;Q02878,3,0.214285714,1,36,5,23759888,0.944862622,6251963;8330857;9177068,1;1.33251860255731;1.46786985143706,1;1;1,24.261;24.205;32.728,60;60;57,NA,NA,NA,1864,0,3,0.96;0.89;0.97,0.94
bioplex,Q9BYD2,Q9BYD2,P09651;P17026;P26373;P62241;Q02878;Q13084;Q6XE24;Q8IXZ2;Q9BYD2;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,14,P09651;P26373;P62241;Q02878;Q13084;Q9BYD2;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,11,Q9BYD3;Q9NP92;Q9NYK5,3,0.214285714,1,13,10,1094924,0.931743315,495776;182252;416896,2.72027741808046;1;2.28747009635011,3;1;2,34.919;50.365;38.712,57;53;56,NA,NA,NA,1866,0,3,0.38;0.4;0.34,0.373333333
bioplex,Q9BYD3,Q9BYD3,A7E2V4;O43464;O43824;O75127;O75394;O94925;O95071;O95900;P07196;P09001;P09651;P10809;P49406;P49674;P54098;P62699;Q13084;Q13405;Q14197;Q16540;Q4U2R6;Q5JTC6;Q5JTZ9;Q5T653;Q6P087;Q6P1L8;Q6VN20;Q6ZRV2;Q7L5Y9;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IUR7;Q8IVS2;Q8IVV7;Q8IXM3;Q8N5N7;Q8N983;Q8NCN5;Q8TAE8;Q8TCC3;Q93075;Q96A35;Q96CM3;Q96DH6;Q96DV4;Q96E29;Q96E35;Q96EH3;Q96EL3;Q96G75;Q96GC5;Q96GW9;Q96S59;Q9BQ48;Q9BQ70;Q9BQC6;Q9BRJ2;Q9BVQ7;Q9BW66;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H4B6;Q9H7D7;Q9H871;Q9H9J2;Q9HC36;Q9HD33;Q9NP92;Q9NPE2;Q9NQ50;Q9NRX2;Q9NUL7;Q9NVS2;Q9NWU2;Q9NWU5;Q9NX20;Q9NYK5;Q9NYY8;Q9NZE8;Q9P015;Q9P0M9;Q9UL63;Q9Y2Z4;Q9Y3B7;Q9Y6G3,94,A7E2V4;O43464;O75127;O94925;O95071;P09001;P09651;P10809;P49406;P49674;P54098;P62699;Q13084;Q13405;Q14197;Q16540;Q4U2R6;Q5JTZ9;Q5T653;Q6P1L8;Q6VN20;Q7L5Y9;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IUR7;Q8IVS2;Q8IXM3;Q8N5N7;Q8N983;Q8NCN5;Q8TAE8;Q8TCC3;Q96A35;Q96DH6;Q96DV4;Q96E29;Q96EH3;Q96EL3;Q96GC5;Q96GW9;Q96S59;Q9BQ48;Q9BRJ2;Q9BVQ7;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H7D7;Q9H871;Q9H9J2;Q9HD33;Q9NP92;Q9NQ50;Q9NRX2;Q9NUL7;Q9NVS2;Q9NWU2;Q9NWU5;Q9NX20;Q9NYK5;Q9NYY8;Q9P015;Q9P0M9;Q9UL63;Q9Y2Z4;Q9Y3B7,74,O75127;P09001;P49406;P62699;Q13084;Q13405;Q14197;Q16540;Q4U2R6;Q5T653;Q6P1L8;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IVS2;Q8IXM3;Q8N5N7;Q8N983;Q8TAE8;Q8TCC3;Q96A35;Q96DV4;Q96EH3;Q96EL3;Q96GC5;Q96S59;Q9BQ48;Q9BRJ2;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H9J2;Q9HD33;Q9NP92;Q9NQ50;Q9NRX2;Q9NVS2;Q9NWU5;Q9NX20;Q9NYK5;Q9P015;Q9P0M9;Q9UL63;Q9Y3B7,51,0.542553191,12,31,17,26053750,0.922900224,52732;321839;926309;82415;494388;765649;940710;898054;77798;516873;192599;621022;557099;430751;113611;54241;639379;889042;721975;217538;125915;481546;823711;30311;774685;523842;345376;279122;561272;201139;425839;899673;634684;909498;413091;866220;679079;601983;711020;670123;314488;573703;899246;328811;454771;366728;740036;655339;515987;115852;434809,1.7396984593052;10.6178944937481;30.5601596780047;2.71897990828412;16.31051433473;25.2597736795223;31.0352677245884;29.6279898386724;2.56665896869123;17.0523242387252;6.35409587278546;20.4883375672198;18.379433209066;14.2110454950348;3.74817722938867;1.78948236613771;21.0939592887071;29.3306720332553;23.8189106265052;7.17686648411468;4.15410247105011;15.8868397611428;27.1753158919204;1;25.5578832766982;17.2822407706773;11.394411269836;9.20860413711194;18.5171060011217;6.63584177361354;14.0489921150737;29.6814027910659;20.9390650258982;30.0055425423114;13.6284187258751;28.577744053314;22.4037148230016;19.8602157632543;23.4574906799512;22.1082445316882;10.3753752763023;18.92722114084;29.6673154960245;10.8479099996701;15.0034970802679;12.0988420045528;24.414766916301;21.6205008082874;17.0230939262974;3.82211078486358;14.3449242849131,2;11;31;3;16;25;31;30;3;17;6;20;18;14;4;2;21;29;24;7;4;16;27;1;26;17;11;9;19;7;14;30;21;30;14;29;22;20;23;22;10;19;30;11;15;12;24;22;17;4;14,78.856;38.633;33.535;13.842;30.157;19.198;23.63;17.781;15.095;33.301;15.948;22.815;15.128;29.283;13.664;42.962;15.383;18.325;23.431;25.384;18.546;24.915;44.597;26.17;12.107;23.935;77.847;10.165;35.351;21.405;17.443;20.692;30.243;34.919;36.909;48.117;20.577;31.705;37.535;29.45;50.365;24.49;20.05;22.184;23.641;28.449;38.712;33.42;16.073;84.768;20.683,49;56;57;66;58;62;61;63;65;57;64;61;65;58;66;55;65;63;61;60;63;60;54;60;67;60;49;69;57;61;63;62;58;57;56;54;62;58;56;58;53;60;62;61;60;59;56;57;64;48;62,1,0.000661376,0.001170711,1867,1,10,0.46;0.68;0.67;0.59;0.68;0.65;0.72;0.67;1;0.7;0.39;0.6;0.73;0.66;0.7;0.12;0.66;0.7;0.68;0.79;0.7;0.67;0.7;0.19;0.53;0.72;0.59;0.7;0.6;0.7;0.67;0.71;0.68;0.7;0.67;0.67;0.67;0.63;0.66;0.68;0.69;0.68;0.69;0.66;0.7;0.64;0.6;0.66;0.76;0.61;0.62,0.647058824
bioplex,Q9BYD3,Q9BYD3,A7E2V4;O43464;O43824;O75127;O75394;O94925;O95071;O95900;P07196;P09001;P09651;P10809;P49406;P49674;P54098;P62699;Q13084;Q13405;Q14197;Q16540;Q4U2R6;Q5JTC6;Q5JTZ9;Q5T653;Q6P087;Q6P1L8;Q6VN20;Q6ZRV2;Q7L5Y9;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IUR7;Q8IVS2;Q8IVV7;Q8IXM3;Q8N5N7;Q8N983;Q8NCN5;Q8TAE8;Q8TCC3;Q93075;Q96A35;Q96CM3;Q96DH6;Q96DV4;Q96E29;Q96E35;Q96EH3;Q96EL3;Q96G75;Q96GC5;Q96GW9;Q96S59;Q9BQ48;Q9BQ70;Q9BQC6;Q9BRJ2;Q9BVQ7;Q9BW66;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H4B6;Q9H7D7;Q9H871;Q9H9J2;Q9HC36;Q9HD33;Q9NP92;Q9NPE2;Q9NQ50;Q9NRX2;Q9NUL7;Q9NVS2;Q9NWU2;Q9NWU5;Q9NX20;Q9NYK5;Q9NYY8;Q9NZE8;Q9P015;Q9P0M9;Q9UL63;Q9Y2Z4;Q9Y3B7;Q9Y6G3,94,A7E2V4;O43464;O75127;O94925;O95071;P09001;P09651;P10809;P49406;P49674;P54098;P62699;Q13084;Q13405;Q14197;Q16540;Q4U2R6;Q5JTZ9;Q5T653;Q6P1L8;Q6VN20;Q7L5Y9;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IUR7;Q8IVS2;Q8IXM3;Q8N5N7;Q8N983;Q8NCN5;Q8TAE8;Q8TCC3;Q96A35;Q96DH6;Q96DV4;Q96E29;Q96EH3;Q96EL3;Q96GC5;Q96GW9;Q96S59;Q9BQ48;Q9BRJ2;Q9BVQ7;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H7D7;Q9H871;Q9H9J2;Q9HD33;Q9NP92;Q9NQ50;Q9NRX2;Q9NUL7;Q9NVS2;Q9NWU2;Q9NWU5;Q9NX20;Q9NYK5;Q9NYY8;Q9P015;Q9P0M9;Q9UL63;Q9Y2Z4;Q9Y3B7,74,P09651;P62699;Q6VN20;Q7L5Y9;Q8IUR7;Q96S59;Q9H7D7;Q9H871;Q9NWU2,9,0.095744681,1,25,13,2761487,0.780778114,155472;138056;161050;210869;357632;590289;500755;274215;340719,1.12615170655386;1;1.16655560062583;1.52741641073188;2.59048502057136;4.27572144636959;3.62718751810859;1.98625919916556;2.46797676305267,1;1;1;2;3;4;4;2;2,38.747;13.842;67.257;45.287;75.509;77.847;72.124;43.993;26.749,56;66;50;54;49;49;50;55;59,NA,NA,NA,1871,0,10,0.17;1;1;1;1;1;1;1;1,0.907777778
bioplex,Q9BYD3,Q9BYD3,A7E2V4;O43464;O43824;O75127;O75394;O94925;O95071;O95900;P07196;P09001;P09651;P10809;P49406;P49674;P54098;P62699;Q13084;Q13405;Q14197;Q16540;Q4U2R6;Q5JTC6;Q5JTZ9;Q5T653;Q6P087;Q6P1L8;Q6VN20;Q6ZRV2;Q7L5Y9;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IUR7;Q8IVS2;Q8IVV7;Q8IXM3;Q8N5N7;Q8N983;Q8NCN5;Q8TAE8;Q8TCC3;Q93075;Q96A35;Q96CM3;Q96DH6;Q96DV4;Q96E29;Q96E35;Q96EH3;Q96EL3;Q96G75;Q96GC5;Q96GW9;Q96S59;Q9BQ48;Q9BQ70;Q9BQC6;Q9BRJ2;Q9BVQ7;Q9BW66;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H4B6;Q9H7D7;Q9H871;Q9H9J2;Q9HC36;Q9HD33;Q9NP92;Q9NPE2;Q9NQ50;Q9NRX2;Q9NUL7;Q9NVS2;Q9NWU2;Q9NWU5;Q9NX20;Q9NYK5;Q9NYY8;Q9NZE8;Q9P015;Q9P0M9;Q9UL63;Q9Y2Z4;Q9Y3B7;Q9Y6G3,94,A7E2V4;O43464;O75127;O94925;O95071;P09001;P09651;P10809;P49406;P49674;P54098;P62699;Q13084;Q13405;Q14197;Q16540;Q4U2R6;Q5JTZ9;Q5T653;Q6P1L8;Q6VN20;Q7L5Y9;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IUR7;Q8IVS2;Q8IXM3;Q8N5N7;Q8N983;Q8NCN5;Q8TAE8;Q8TCC3;Q96A35;Q96DH6;Q96DV4;Q96E29;Q96EH3;Q96EL3;Q96GC5;Q96GW9;Q96S59;Q9BQ48;Q9BRJ2;Q9BVQ7;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H7D7;Q9H871;Q9H9J2;Q9HD33;Q9NP92;Q9NQ50;Q9NRX2;Q9NUL7;Q9NVS2;Q9NWU2;Q9NWU5;Q9NX20;Q9NYK5;Q9NYY8;Q9P015;Q9P0M9;Q9UL63;Q9Y2Z4;Q9Y3B7,74,O95071;Q9BQ48;Q9NP92;Q9NX20;Q9Y3B7,5,0.053191489,1,13,6,1217339,0.871374508,353999;146644;182252;245868;288576,2.41400261858651;1;1.24281934480783;1.67663184310302;1.9678677613813,2;1;1;2;2,309.352;10.165;50.365;28.449;20.683,36;69;53;59;62,NA,NA,NA,1870,0,10,0.76;0.37;0.4;0.43;0.41,0.474
bioplex,Q9BYD3,Q9BYD3,A7E2V4;O43464;O43824;O75127;O75394;O94925;O95071;O95900;P07196;P09001;P09651;P10809;P49406;P49674;P54098;P62699;Q13084;Q13405;Q14197;Q16540;Q4U2R6;Q5JTC6;Q5JTZ9;Q5T653;Q6P087;Q6P1L8;Q6VN20;Q6ZRV2;Q7L5Y9;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IUR7;Q8IVS2;Q8IVV7;Q8IXM3;Q8N5N7;Q8N983;Q8NCN5;Q8TAE8;Q8TCC3;Q93075;Q96A35;Q96CM3;Q96DH6;Q96DV4;Q96E29;Q96E35;Q96EH3;Q96EL3;Q96G75;Q96GC5;Q96GW9;Q96S59;Q9BQ48;Q9BQ70;Q9BQC6;Q9BRJ2;Q9BVQ7;Q9BW66;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H4B6;Q9H7D7;Q9H871;Q9H9J2;Q9HC36;Q9HD33;Q9NP92;Q9NPE2;Q9NQ50;Q9NRX2;Q9NUL7;Q9NVS2;Q9NWU2;Q9NWU5;Q9NX20;Q9NYK5;Q9NYY8;Q9NZE8;Q9P015;Q9P0M9;Q9UL63;Q9Y2Z4;Q9Y3B7;Q9Y6G3,94,A7E2V4;O43464;O75127;O94925;O95071;P09001;P09651;P10809;P49406;P49674;P54098;P62699;Q13084;Q13405;Q14197;Q16540;Q4U2R6;Q5JTZ9;Q5T653;Q6P1L8;Q6VN20;Q7L5Y9;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IUR7;Q8IVS2;Q8IXM3;Q8N5N7;Q8N983;Q8NCN5;Q8TAE8;Q8TCC3;Q96A35;Q96DH6;Q96DV4;Q96E29;Q96EH3;Q96EL3;Q96GC5;Q96GW9;Q96S59;Q9BQ48;Q9BRJ2;Q9BVQ7;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H7D7;Q9H871;Q9H9J2;Q9HD33;Q9NP92;Q9NQ50;Q9NRX2;Q9NUL7;Q9NVS2;Q9NWU2;Q9NWU5;Q9NX20;Q9NYK5;Q9NYY8;Q9P015;Q9P0M9;Q9UL63;Q9Y2Z4;Q9Y3B7,74,O75127;Q5JTZ9;Q9Y2Z4,3,0.031914894,1,17,11,183355,0.821498856,96783;27440;42270,3.52707725947522;1;1.54045189504373,4;1;2,78.856;107.34;53.199,49;46;53,NA,NA,NA,1868,0,10,0.84;0.02;0.01,0.29
