Complex_ID,Complex_Name,Subunits_UniProt_IDs,Database
Complex_173,Mediator complex,"Q9NX70, Q13503, O60313, Q9Y3C7, Q15528, Q9NVC6, Q9Y2X0, Q9UHV7, Q96G25, O43513, P49336, Q71SY5, P24863, Q15648, A0JLT2, Q96HR3, Q9NWA0, Q6P2C8, Q9BWU1, Q9H204, Q9H944, Q9ULK4, Q93074, Q9NPJ6, Q9BUE0, O60244, Q9P086, Q96RN5, Q86YW9, O75448, Q71F56, O95402, O75586, Q9BTT4","CORUM_Core, Humap2, CORUM_All"
Complex_174,ARC complex,"Q9UHV7, O60244, Q96G25, O43513, Q96RN5, Q71SY5, Q9ULK4, O75448, Q15648, O95402, Q93074, Q9NVC6, O75586, Q9UKU7, Q9NPJ6","CORUM_Core, CORUM_All"
Complex_175,HuCHRAC complex,"Q9NRF9, Q9NRL2, Q9NRG0, O60264","CORUM_Core, Humap2, CORUM_All"
Complex_176,WICH complex,"Q91ZW3, Q9Z277",CORUM_All
Complex_177,WICH complex,"O60264, Q9UIG0","CORUM_Core, CORUM_All"
Complex_178,Ags3-Lkb1-Gnai3 complex,"P08753, Q9R080","CORUM_Core, CORUM_All"
Complex_179,SWI-SNF chromatin remodeling-related-BRCA1 complex,"P51531, P51532, Q969G3, O96019, Q92922, Q92925, O14497, Q96GM5, Q12824, P38398, Q8TAQ2","CORUM_Core, CORUM_All"
Complex_180,Sin3-Hdac1-Sds3 complex,"O09106, Q62141, Q8BR65","CORUM_Core, CORUM_All"
Complex_181,BRCA1-CTIP-ZBRK1 repressor complex,"Q9GZX5, Q99708, P38398","CORUM_Core, CORUM_All"
Complex_182,BRCA1-BACH1 complex,"P38398, Q9BX63","CORUM_Core, CORUM_All"
Complex_183,RalBP1-CDC2-CCNB1 complex,"P14635, Q15311, P06493","CORUM_Core, CORUM_All"
Complex_184,BRAFT complex,"Q8NB91, Q13472, O15287, Q9HB96, Q9NW38, P40692, Q9H9A7, Q9NPI8, P35244, O15360, Q00597, P27694, P15927, P54132","CORUM_Core, CORUM_All"
Complex_185,FA core complex (Fanconi anemia core complex),"Q0VG06, O15287, Q9HB96, Q9NW38, Q9BTP7, Q9H9A7, Q9NPI8, Q8IYD8, O15360, Q8NB91, Q00597","CORUM_Core, CORUM_All"
Complex_186,BLM complex III,"P40692, Q13472, Q9H9A7, P54132","CORUM_Core, CORUM_All"
Complex_187,RalBP1-CCNB1-AP2A-NUMB-EPN1 complex,"O95782, Q15311, P49757, P14635, Q9Y6I3","CORUM_Core, CORUM_All"
Complex_188,Caspase-2-TRAF2-RIP1 complex,"P29594, P39429, Q62172","CORUM_Core, CORUM_All"
Complex_189,RAD51C-XRCC3 complex,"O43542, O43502","CORUM_Core, Humap2, CORUM_All"
Complex_190,TBPIP/HOP2-MND1 complex,"Q9P2W1, Q9BWT6","CORUM_Core, Humap2, CORUM_All"
Complex_191,Hop2-Mnd1 complex,"Q8K396, O35047","CORUM_Core, CORUM_All"
Complex_192,RAD51B-RAD51C complex,"O15315, O43502","CORUM_Core, CORUM_All"
Complex_193,RAD51L3-XRCC2 complex,"O75771, O43543","Humap2, CORUM_All"
Complex_194,ATR-ATRIP complex,"Q8WXE1, Q13535","CORUM_Core, CORUM_All"
Complex_195,RAD17-RFC complex,"P40937, P35249, P40938, O75943, P35250","Heusel_BioPlex_2019, CORUM_Core, Heusel_StringDB_2019, CORUM_All"
Complex_196,9-1-1 complex,"Q9BSD3, P18858, O60671, O43829, P27695, O60921, Q99638, P06746, P39748","CORUM_Core, Humap2, CORUM_All"
Complex_197,9-1-1-RAD17-RFC complex,"P40937, P35249, O60671, P40938, O75943, Q99638, O60921, P35250","CORUM_Core, CORUM_All"
Complex_198,Dysbindin-pallidin-muted-beta-dystrobrevin complex,"Q91WZ8, Q8R015, Q9R0C0, O70585","CORUM_Core, CORUM_All"
Complex_199,RFC complex,"P40937, P35251, P35249, P40938, Q96QE3, O60885, P35250","CORUM_All, Heusel_StringDB_2019, CORUM_Core, Heusel_BioPlex_2019, Humap2"
Complex_200,RFC core complex,"P35249, P40938, P40937, P35250","Heusel_BioPlex_2019, CORUM_Core, Heusel_StringDB_2019, CORUM_All"
Complex_201,HMGB1-HMGB2-HSC70-ERP60-GAPDH complex,"P11142, P04406, P09429, P30101, P26583","CORUM_Core, CORUM_All"
Complex_202,NELF complex (Negative elongation factor complex),"Q9H3P2, P38935, Q8IXH7, P18615, Q8WX92","Heusel_CSB_2019, CORUM_All, CORUM_Core, Heusel_BioPlex_2019, Humap2"
Complex_203,SNF2h-cohesin-NuRD complex,"Q09028, Q16576, Q9UBB5, O95983, Q8WVM7, Q92769, Q12873, O60264, Q9UQE7, Q13547, O94776, Q14683, Q8N3U4, Q9NRL2, O60216, Q13330","CORUM_Core, CORUM_All"
Complex_204,CRSP complex,"Q9UHV7, O60244, Q13503, O43513, Q96RN5, Q71SY5, Q9ULK4, P24863, O75448, P49336, Q15648, O95402, Q9NVC6, Q93074, O75586","CORUM_Core, CORUM_All"
Complex_205,PCNA-MLH1-PMS1 complex,"P40692, P54277, P12004","CORUM_Core, CORUM_All"
Complex_206,PCNA-MSH2-MSH6 complex,"P43246, P52701, P12004","CORUM_Core, CORUM_All"
Complex_207,ARC-L complex,"Q9UHV7, O60244, Q13503, O43513, Q96RN5, P49336, Q71SY5, P24863, O75448, Q9ULK4, Q15648, Q93074, Q9NVC6, O95402, O75586","CORUM_Core, CORUM_All"
Complex_208,MSH2-MLH1-PMS2-PCNA DNA-repair initiation complex,"P12004, P43246, P54278, P40692, P52701","CORUM_Core, CORUM_All"
Complex_209,MutL-alpha complex,"P54278, P40692","CORUM_Core, CORUM_All"
Complex_210,PCNA-DNA polymerase delta complex,"P17918, Q9EQ28, Q9CWP8, O35654, P52431","CORUM_Core, CORUM_All"
Complex_211,PCNA-DNA ligase complex,"P17918, Q9EQ28, P37913, O35654","CORUM_Core, CORUM_All"
Complex_212,Pcna-Msh2-Msh6 complex,"P17918, P54276, P43247",CORUM_All
Complex_213,PCNA-DNA polymerase delta complex,"P12004, Q15054, P28340, P49005, Q9HCU8","CORUM_Core, CORUM_All"
Complex_214,VEGF transcriptional complex,"P40763, P27695, Q16665, Q99966","CORUM_Core, CORUM_All"
Complex_215,IRF3-CBP complex,"Q99966, Q14653","CORUM_Core, CORUM_All"
Complex_216,PC2 complex,"Q6P2C8, Q9UHV7, O60244, Q13503, O43513, Q9H944, P49336, Q9Y2W1, O75448, Q9Y3C7, P24863, Q15648, Q9NVC6, Q93074, O75586, Q9BTT4, Q9Y2X0","CORUM_Core, CORUM_All"
Complex_217,INO80 chromatin remodeling complex,"Q9H9F9, Q9Y230, Q8NBZ0, Q96EZ8, Q9H981, Q9ULG1, Q9Y265, Q53TQ3, O96019, P15923, Q6PI98, Q9C086, Q6P4R8","CORUM_Core, CORUM_All"
Complex_218,SRCAP-associated chromatin remodeling complex,"Q15906, P0C0S5, Q9Y230, O43257, O95619, Q6ZRS2, Q9Y265, O96019, Q96CJ1, Q9GZN1","CORUM_Core, CORUM_All"
Complex_219,"40S ribosomal subunit, cytoplasmic","P46781, P83731, P46782, P39019, P63220, P62266, P62753, P62273, P62263, P62861, P62081, P22090, P62857, P08865, P62269, P62249, P62847, Q9Y2R9, P23396, P62280, P62851, P62854, P42677, P62701, P62979, P46783, P60866, P61247, P62277, P62841, P08708, P62244, P25398, P62241, P15880","CORUM_Core, Heusel_StringDB_2019, CORUM_All"
Complex_220,"Ribosome, cytoplasmic","P62913, P62888, P40429, P62753, P47914, P62263, P62081, P62857, P62829, P62987, P61313, P62854, P62979, P84098, P46783, Q9UNX3, P05387, P60866, P62841, P08708, P67809, P61254, P83731, Q02543, P42766, Q969Q0, P62861, P46776, P35268, P62269, P62249, P32969, P23396, P61927, Q02878, P62244, P25398, P15880, P27635, Q9Y3U8, P46781, P63173, P62891, P63220, P62266, P62273, P22090, P62701, Q96L21, P50914, P61513, Q07020, P61247, P83881, P46779, P62910, P18124, P46777, P35544, P62241, P46782, P62899, P05386, P36578, P62917, P61353, P39019, P46778, P62750, P18077, P26373, P62906, P05388, P62424, P08865, P62847, P62280, P39023, P49207, P62851, P42677, P18621, Q92901, P62277, P30050, Q71UM5, P62945","CORUM_Core, Humap2, CORUM_All"
Complex_221,Epithelial utrophin-associated protein complex,"Q61235, O70585, O08614","CORUM_Core, CORUM_All"
Complex_222,"60S ribosomal subunit, cytoplasmic","P62913, Q9Y3U8, P62888, P83731, P62899, P05386, P36578, P62917, P61353, P63173, P46778, P62750, P40429, Q02543, P62891, P42766, P18077, P26373, P62906, P47914, P05388, P62424, P46776, P35268, P62829, P32969, P62987, P61313, P39023, P49207, P61927, P18621, P50914, P84098, P61513, P05387, Q07020, P30050, P83881, Q02878, P46779, P62910, P18124, P46777, P61254, P62945, P27635","CORUM_Core, CORUM_All"
Complex_223,RC complex,"Q58D13, P20664, Q9WUK4, P35601, Q2TBV1, P33609, P49004, P33610, Q3UI84, Q9D0F6, P28339","CORUM_Core, CORUM_All"
Complex_224,Cell cycle kinase complex CDC2,"P12004, P06493, P24385, O95067, P38936, P14635","CORUM_Core, CORUM_All"
Complex_225,Cell cycle kinase complex CDK2,"P38936, P24941, P24385, P12004","CORUM_Core, CORUM_All"
Complex_226,Cell cycle kinase complex CDK4,"P38936, P11802, P24385, P12004","CORUM_Core, CORUM_All"
Complex_227,Cell cycle kinase complex CDK5,"Q00535, P12004, P24385, P38936, P30281","CORUM_Core, CORUM_All"
Complex_228,PCNA-p21 complex,"P38936, P12004","CORUM_Core, CORUM_All"
Complex_229,"28S ribosomal subunit, mitochondrial","Q96EL2, Q9BYN8, P51398, P82673, P82933, P82932, Q9Y2R5, Q9Y3D3, P82663, P82912, P82650, Q9Y2R9, O75616, Q13595, Q9Y2Q9, Q8NC60, P82930, Q9NP92, P82675, Q9Y3D9, P82909, Q9Y3D5, Q96EY7, O60783, Q6PF06, Q92552, Q92665, Q9Y291, P82914, P82664, Q9NVS2, P82921, Q9Y676, Q9Y399, O15235","Heusel_BioPlex_2019, CORUM_Core, Humap2, CORUM_All"
Complex_230,"Dystrophin associated complex DPC (Dmd, Dtnb), brain-derived","P84060, P11530","CORUM_Core, CORUM_All"
Complex_231,"Dystrobrevin-syntrophin complex, brain-derived","Q9D2N4, Q61234, P11531, O70585","CORUM_Core, CORUM_All"
Complex_232,Muscle-derived dystrobrevin-syntrophin complex,"Q9D2N4, Q61234",CORUM_All
Complex_233,"55S ribosome, mitochondrial","P82673, O60832, P09001, P49406, Q9Y2R5, Q9Y2R9, Q9Y2Q9, Q9BYD3, Q9H2W6, P82930, Q9P0M9, Q9Y3D9, Q9Y3D5, Q14197, Q92665, Q96CB9, Q9Y291, P82664, Q9NX20, Q9H9J2, Q9Y399, Q8TCC3, Q96EL2, Q9BQ48, P51398, Q4U2R6, Q5T653, Q96SI9, Q9H0U6, Q6P1L8, P82932, P82663, Q6P161, Q9NQ50, P82650, Q9P015, Q9BYC8, Q9NP92, Q9BYD1, Q8IXM3, Q9NVS2, Q9BYD2, Q9Y676, Q9BYN8, Q9H2U1, Q7Z2W9, P68400, Q9BRJ2, Q13310, Q13084, Q9P0J6, Q9NWU5, Q9Y6G3, Q9Y3D3, Q96EL3, P82912, O75127, Q16540, Q96EB6, Q6PKG0, Q13405, Q7Z7F7, O60783, Q92552, Q9NYK5, P82914, P82921, P82933, Q9NRX2, P83111, Q96GC5, Q86TS9, P26373, Q96A35, P52815, Q9H0A0, Q9UL63, P62699, Q8IVS2, O75616, Q8N983, Q8N5N7, Q96EH3, Q96S59, Q9HD33, Q9Y3B7, P82675, P10809, P82909, Q96EY7, O75394, Q8TAE8, Q7Z7H8, Q5JU69, Q9BYC9, Q96DV4, Q9BZE1, Q9NZE8, Q9BYD6, O15235","Heusel_CSB_2019, CORUM_Core, CORUM_All"
Complex_234,p27-cyclinD2-Cdk4 complex,"U6DFJ8, P46529, U6CRY6","CORUM_Core, CORUM_All"
Complex_235,DNA-PK-Ku complex,"P12956, Q14676, P13010, Q00341, Q96EV8, P78527","CORUM_Core, CORUM_All"
Complex_236,"28S ribosomal subunit, mitochondrial","P82918, P82926, Q58DQ5, P82911, P82670, Q2YDF6, Q2KID9, P82908, P82919, P82917, P82924, P82922, Q2NL27, P82923, P82928, P82925, P82669, P82916, Q6B860, P82927, Q2M2T7, Q3T040, P82649, P82913, P82915, Q3SZ86, P82929, P82931, Q32PI8, P82920",CORUM_All
Complex_237,"39S ribosomal subunit, mitochondrial","Q9BQ48, , Q9NRX2, Q9UBX3, Q7Z2W9, P83111, Q4U2R6, Q9BQC6, Q96GC5, Q5T653, Q9BRJ2, P09001, Q13084, Q9H0U6, Q6P1L8, P49406, Q86TS9, Q9NWU5, Q9P0J6, Q9Y6G3, Q9H9J2, Q9NPE2, Q96A35, Q6P161, Q96EL3, P52815, Q9NQ50, Q9UL63, P62699, Q9P015, Q8IVS2, Q8N983, Q8N5N7, Q9BYC8, O75127, Q96EH3, Q16540, Q13405, Q9BYD3, Q7Z7F7, Q9H2W6, Q9HD33, Q9Y3B7, Q96S59, Q9NP92, Q9P0M9, Q96E29, Q14197, O75394, Q8TAE8, Q7Z7H8, Q9BYD1, Q8IXM3, Q9BYC9, Q96DV4, Q9BZE1, Q9NYK5, Q9NX20, Q9NVS2, Q9BYD2, Q9NZE8, Q8TCC3, Q9BYD6","Heusel_BioPlex_2019, CORUM_Core, Humap2, CORUM_All"
Complex_238,"Skeletal muscle sarcoglycan complex SGC, beta-gamma-delta-zeta","P82347, Q8BX51, P82349, P82348","CORUM_Core, CORUM_All"
Complex_239,Ku antigen complex,"P12956, P13010","Heusel_CSB_2019, CORUM_All, Heusel_StringDB_2019, CORUM_Core, Humap2"
Complex_240,PSF-p54(nrb) complex,"Q15233, P23246","CORUM_Core, CORUM_All"
Complex_241,"Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma","O70258, P82349, P82350, P82348","CORUM_Core, CORUM_All"
Complex_242,"Skeletal muscle sarcoglycan complex SGC, epsilon-beta-gamma-delta","P82347, O70258, P82349, P82348","CORUM_Core, CORUM_All"
Complex_243,p54(nrb)-PSF-matrin3 complex,"Q15233, P23246, P43243","CORUM_Core, CORUM_All"
Complex_244,DNA ligase IV-XRCC4-AHNK complex,"P49917, Q09666, Q13426","CORUM_Core, CORUM_All"
Complex_245,"Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle","P82347, Q61234, P82350, P82349, P11531, P82348","CORUM_Core, CORUM_All"
Complex_246,Smooth muscle dystroglycan complex,"G1SGL0, G1T8R3, Q28685, G1T315, Q28635, P82352, Q28646","CORUM_Core, CORUM_All"
Complex_247,"Dystrophin-glycoprotein complex DGC, skeletal muscle","G1SGL0, Q28685, Q28635, P82352, Q28646, Q28626, P11531, Q28686","CORUM_Core, CORUM_All"
Complex_248,Skeletal muscle sarcoglycan-sarcospan complex SG-SPN,"G1SGL0, Q28685, Q28635, P82352, Q28646, P11531, Q28686","CORUM_Core, CORUM_All"
Complex_249,Sarcoglycan-sarcospan complex SG-SPN,"Q16585, Q92629, Q16586, Q13326, Q14714",CORUM_All
Complex_250,Sarcoglycan-sarcospan-dystroglycan complex,"P82347, Q62147, P82350, Q62165, P82349, P82348","CORUM_Core, CORUM_All"
Complex_251,Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex,"P82347, Q62147, Q61234, Q9D2N4, P82350, P82349, Q99L88, P82348","CORUM_Core, CORUM_All"
Complex_252,DNA ligase IV-XRCC4-PNK complex,"P49917, Q13426, Q96T60","CORUM_Core, CORUM_All"
Complex_253,Spliceosome,"Q86V81, Q96J01, Q05519, O00425, O94906, Q9Y2W2, P38919, Q8WYA6, Q9UKV3, Q9BXP5, Q15459, Q86W42, Q9NYV4, P62318, Q13242, Q15428, Q9ULR0, Q15427, P55769, P26368, Q9UBB9, O14776, Q9Y3B4, Q96DI7, Q9Y4Z0, Q9UQ35, Q9Y3C6, Q99459, Q92620, Q9H2H8, Q9BUQ8, O75934, P09661, O60508, Q9NW64, Q9Y333, Q15637, O75533, P62310, Q9UHX1, Q9UMS4, O60231, O95926, Q96T58, Q07955, Q8WUQ7, O95232, Q13523, Q12874, Q09161, Q14498, Q9Y5B6, Q13123, P11940, Q14011, Q99633, Q9Y6A4, P62308, P62312, Q14562, O43395, P08621, Q08211, O60306, O43719, Q9HCS7, Q9HCG8, Q13769, Q8WWY3, P83876, Q8IYB3, P62306, Q13838, Q15029, Q15393, Q9UJV9, O43670, P08579, Q9P013, P62316, O75643, Q01130, Q2TAY7, O43143, O75937, O95400, P62995, P49756, Q92841, Q9HCE1, P09234, Q53GS9, Q96FV9, Q8NI27, Q13435, P41223, P55081, O15355, Q16629, O43172, O15042, Q13573, P17844, Q9BQ61, O75940, Q9UNP9, P61326, Q9BRD0, O00571, Q01081, Q96BP3, P14678, Q15007, Q16630, Q9Y5S9, P62314, Q9UK45, Q9BZJ0, Q08170, P52298, P09012, Q13243, Q13247, Q13356, Q15287, Q8WVK2, Q96DF8, Q96I25, Q4ZG51, O95391, O43660, Q6I9Y2, Q69YN4, Q7L014, P62304, P84103, O43809, Q6P2Q9, Q96T37, O43290, O43447, P42285, O75400","CORUM_Core, CORUM_All"
Complex_254,DNA ligase IV-condensin complex,"P49917, O95347, Q9NTJ3","CORUM_Core, CORUM_All"
Complex_255,DNA ligase IV-Xrcc4-DNA-protein kinase complex,"P97313, Q924T3, Q8BTF7","CORUM_Core, CORUM_All"
Complex_256,DNA ligase IV-XRCC4-XLF complex,"Q9H9Q4, P49917, Q13426","CORUM_Core, CORUM_All"
Complex_257,Artemis-DNA-PK complex,"Q96SD1, P78527","CORUM_Core, CORUM_All"
Complex_258,DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex,"Q9NUW8, P18887, P49916, P06746, Q96T60, Q7Z2E3","CORUM_Core, Humap2, CORUM_All"
Complex_259,RC-1 complex (recombination complex 1),"P97386, Q9WVF7, O54956, Q8CG48, O97593","CORUM_Core, CORUM_All"
Complex_260,Rag1-Rag2 protein-DNA complex,"P15919, P21784","CORUM_Core, CORUM_All"
Complex_261,Rag1-Rag2-Ku70-Ku80 protein-DNA complex,"P27641, P63158, P15919, P21784, P23475","CORUM_Core, CORUM_All"
Complex_262,ERCC1-ERCC4-MSH2 complex,"P43246, Q92889, P07992","CORUM_Core, CORUM_All"
Complex_263,MSH2-MSH6-PMS2-MLH1 complex,"P12004, P43246, P54278, P40692, P52701","CORUM_Core, CORUM_All"
Complex_264,MSH2-MSH6-PMS1-MLH1 complex,"P43246, P40692, P52701, P54277","CORUM_Core, CORUM_All"
Complex_265,Structure-specific endonulease complex,"Q9QYM7, P07992","CORUM_Core, CORUM_All"
Complex_266,"F0F1 ATP synthase, mitochondrial","P29419, Q03344, Q6PDU7, P19511, D3ZAF6, P11608, P29418, P31399, P35434, Q06645, P15999, P21571, P35435, P10719, P05504","CORUM_Core, CORUM_All"
Complex_267,Vacuolar ATPase,"P81103, P31404, P81134, P21282, P79251, P31407, P11019, P61420, Q29466, Q28029, P39942, P23956, P40682","CORUM_Core, CORUM_All"
Complex_268,MSH2-MSH6 complex,"P43246, P52701","CORUM_Core, Humap2, CORUM_All"
Complex_269,MSH2-MSH3 complex,"P43246, P20585","CORUM_Core, CORUM_All"
Complex_270,MutL-beta complex,"P40692, P54277","CORUM_Core, Humap2, CORUM_All"
Complex_271,"Respiratory chain complex I, mitochondrial","Q9CQC7, Q9MD82, Q91WD5, Q9CR21, Q9CXZ1, Q3UIU2, Q99LY9, Q9D6J6, P52503, O35683, Q9D6J5, Q9D8B4, Q91WP8, P03899, Q91VD9, Q9DCT2, Q9CQZ5, Q91YT0, Q9DC70, Q9CPP6, Q9MD59, O09111, Q9DC69, Q9CQ54, Q62425, P03911, Q9ERS2, Q9CPU2, Q9CR61, Q9DCS9, Q9CQ91, Q9Z1P6, Q9CQ75, Q9CQZ6, Q9CQJ8, Q7TMF3, Q9CQH3, P03888, Q99LC3, Q8K3J1, Q9DCJ5","CORUM_Core, CORUM_All"
Complex_272,Caveolar macromolecular signaling complex,"P51637, Q76MZ3, Q61018, P31324, Q01815, P63094, P18762, P97490","CORUM_Core, CORUM_All"
Complex_273,"Ubiquitin E3 ligase (UBADC1, RNF123)","Q9BSL1, Q5XPI4","CORUM_Core, Humap2, CORUM_All"
Complex_274,MCM complex,"Q13309, P33993, P25205, P33991, P06493, P09884, P33992, Q14566, Q9BTE3, P49736, Q7L590","Heusel_CSB_2019, CORUM_All, Heusel_StringDB_2019, CORUM_Core, Humap2"
Complex_275,"Respiratory chain complex I, mitochondrial","Q8HXG5, P34943, Q02370, P17694, Q02377, Q02366, P42028, Q02374, Q02365, Q02373, P04394, Q02376, P34942, Q02367, Q02372, P48305, P25712, Q02379, Q02369, O97725, P42026, Q02827, Q02368, Q05752, Q02371, P03887, P23935, P03920, P52505, Q95KV7, P23934, P23709, Q02380, Q02378, P15690, P42029, P25708, P03892, Q01321, P03910, Q8HXG6, P03924, Q02375, P03898, P03902","CORUM_Core, CORUM_All"
Complex_276,ORC complex (origin recognition complex),"O43929, Q9UBD5, Q9Y5N6, O43913, Q13415, Q9UFC0, Q13416","CORUM_Core, Humap2, CORUM_All"
Complex_277,"Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)","Q9UKT8, Q13616, P63208","CORUM_Core, CORUM_All"
Complex_278,"Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)","Q13619, Q9H211, Q16531, P62877, Q96SW2","CORUM_Core, CORUM_All"
Complex_279,"Succinyl-CoA synthetase, GDP-forming","P53590, O19069",CORUM_All
Complex_280,"Succinyl-CoA synthetase, GDP-forming","P53597, Q96I99","CORUM_Core, CORUM_All"
Complex_281,"Succinyl-CoA synthetase, ADP-forming","P53597, Q9P2R7","Heusel_CSB_2019, CORUM_Core, CORUM_All"
Complex_282,"Succinyl-CoA synthetase, ADP-forming","Q9Z2I9, Q9WUM5","CORUM_Core, CORUM_All"
Complex_283,"Succinyl-CoA synthetase, GDP-forming","Q9Z2I8, Q9WUM5","CORUM_Core, CORUM_All"
Complex_284,"Succinyl-CoA synthetase, ADP-forming","P13086, Q499V7","CORUM_Core, CORUM_All"
Complex_285,Egasyn-glucuronidase complex,"P12265, Q64176","CORUM_Core, CORUM_All"
Complex_286,"Respiratory chain complex I (subcomplex I alpha), mitochondrial","P34943, Q02370, P17694, Q02377, Q02366, P42028, P04394, P34942, P48305, P25712, O97725, P42026, Q02368, Q05752, Q02371, P23935, P52505, Q95KV7, P23934, P23709, P15690, P42029, P25708, Q8HXG6, P03924","CORUM_Core, CORUM_All"
Complex_287,"Respiratory chain complex I (subcomplex I lambda), mitochondrial","P23935, Q95KV7, Q02370, P17694, P23934, P25712, P42028, Q8HXG6, P23709, O97725, P42026, P04394, P15690, Q02375, Q02368, P25708, Q05752","CORUM_Core, CORUM_All"
Complex_288,"Respiratory chain complex I (subcomplex I beta), mitochondrial","Q8HXG5, Q01321, Q02372, P03920, P03910, P48305, P52505, Q02374, Q02369, Q02365, Q02827, Q02373, Q02378, Q02380, Q02368, Q02367","CORUM_Core, CORUM_All"
Complex_289,"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","P00129, P00130, P13271, P31800, P00157, P23004, P00125, P13272, P00126, P07552","CORUM_Core, CORUM_All"
Complex_290,Glucosidase 2,"B1WC34, D3ZAN3","CORUM_Core, CORUM_All"
Complex_291,N-acetylglucosamine-1-phosphotransferase,"F1MPB1, Q58CS8","CORUM_Core, CORUM_All"
Complex_292,"Guanylyl cyclase, soluble (GUCY1A2, GUCY1B3)","Q02153, P33402","CORUM_Core, CORUM_All"
Complex_293,"Guanylyl cyclase, soluble (GUCY1A3, GUCY1B3)","Q02108, Q02153","CORUM_Core, Humap2, CORUM_All"
Complex_294,Glutamate-cysteine ligase,"P19468, P48508",CORUM_All
Complex_295,"(ER)-localized multiprotein complex, Ig heavy chains associated","Q9ESP1, Q9JKR6, P20029, Q9JLK7, Q99KV1, Q6P5E4, P08113, P08003, P09103, P24369","CORUM_Core, CORUM_All"
Complex_296,EXO1-MLH1-PMS2 complex,"P54278, P40692, Q9UQ84","CORUM_Core, CORUM_All"
Complex_297,"Nitric oxide synthase-dystrophin complex, skeletal muscle","P11531, Q9Z0J4","CORUM_Core, CORUM_All"
Complex_298,COX-2-Cav-3 complex,"P35355, P51638","CORUM_Core, CORUM_All"
Complex_299,H/ACA ribonucleoprotein complex,"Q9CQS2, Q6AYA1, P40615, Q9CRB2","CORUM_Core, CORUM_All"
Complex_300,Farnesyltransferase,"P49356, P49354","Heusel_BioPlex_2019, Heusel_CSB_2019, CORUM_Core, CORUM_All"
Complex_301,Dlg1-Cav3-Kcna5 complex,"Q811D0, P51637, P19024","CORUM_Core, CORUM_All"
Complex_302,Dlg1-Cav3-Kcna5 complex,"Q62696, P51638, P19024","CORUM_Core, CORUM_All"
Complex_303,Beta-dystroglycan-caveolin-3 complex,"P56539, Q14118","CORUM_Core, CORUM_All"
Complex_304,EXO1-MLH1-PCNA complex,"P40692, Q9UQ84, P12004","CORUM_Core, CORUM_All"
Complex_305,MSH4-MSH5-GPS2 complex,"Q13227, O43196, O15457","CORUM_Core, CORUM_All"
Complex_306,Meprin A,"Q16820, Q16819","CORUM_Core, CORUM_All"
Complex_307,Molybdopterin synthase,"O96033, O96007","Heusel_CSB_2019, CORUM_Core, CORUM_All"
Complex_308,"Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)","Q99570, Q8NEB9","CORUM_Core, Heusel_StringDB_2019, CORUM_All"
Complex_309,18S U11/U12 snRNP,"O75533, Q8N8D1, P14678, Q16560, P62306, P62314, Q15393, Q9UDW3, Q9BV90, Q96LT9, P62316, P62318, O43143, Q15427, Q15696, P62304, Q8TBF4, Q9BWJ5, Q6P2Q9, Q9Y3B4, Q6IEG0, Q13435, P62308, P67809","CORUM_Core, CORUM_All"
Complex_310,N-NOS-CHIP-HSP70-1 complex,"Q9UNE7, P29475, P0DMV8","CORUM_Core, CORUM_All"
Complex_311,BASC complex (BRCA1-associated genome surveillance complex),"P35251, P43246, P49959, P35249, P40692, P52701, O60934, Q92878, P38398, Q13315, P54132, P35250","CORUM_Core, CORUM_All"
Complex_312,BASC (Ab 80) complex (BRCA1-associated genome surveillance complex),"P35251, P43246, P35249, P40692, P52701, P38398, P54132, P35250",CORUM_All
Complex_313,BASC (Ab 81) complex (BRCA1-associated genome surveillance complex),"P35251, P35249, P40692, P38398, Q13315, P35250",CORUM_All
Complex_314,BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex),"Q92878, P38398, P52701",CORUM_All
Complex_315,AQP2-binding multiprotein force generator complex,"P63259, P34080, P16086, P48037, P60711, Q07936, Q9QXQ0, Q62812, Q6I7S1, D3ZRD9, Q63610, Q7TQ08, P18666, P13832, Q68FP1","CORUM_Core, CORUM_All"
Complex_316,GCN5-TRRAP histone acetyltransferase complex,"Q9Y4A5, P43246, O75528, Q16594, P52701, Q92830, Q12962, O75486, P38398, O75529","CORUM_Core, CORUM_All"
Complex_317,"Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)","P32871, P23727",CORUM_All
Complex_318,"Succinate dehydrogenase complex II, mitochondrial","Q9CQA3, Q9CZB0, Q8K2B3, Q9CXV1","CORUM_Core, CORUM_All"
Complex_319,TFTC-type histone acetyl transferase complex,"Q9UHV7, P03372, Q9Y4A5, O60244, Q9ULK4, O75448, Q15648, Q93074, Q92830, Q9NVC6, Q9Y2X0","CORUM_Core, CORUM_All"
Complex_320,Vacuolar ATPase,"P31404, P21282, P79251, P31408, P11019, P61420, Q29466, O46563, Q28029, P39942, P23956",CORUM_All
