Protein A,Protein B
Q9UMR7,P10321
Q9UMR7,P30450
Q9UMR7,P01892
Q9UMR7,P26232
Q9UMR7,P35221
Q9UMR7,Q99569
Q9UMR7,Q15262
Q9UMR7,Q3ZAQ7
Q9UMR7,P23634
Q9UMR7,Q01974
Q9UMR7,Q01973
Q9UMR7,Q13740
Q9UMR7,B0UZ11
Q9UMR7,Q9P244
Q9UMR7,O75326
Q9UMR7,Q08174
Q9UMR7,P39880
Q9UMR7,Q13308
Q9UMR7,Q9Y5F0
Q9UMR7,Q9Y5H3
Q9UMR7,A8CG34
Q9UMR7,Q9Y2G8
Q9UMR7,Q8NFZ8
Q9UMR7,Q8N441
Q9UMR7,P23229
Q9UMR7,P54760
Q9UMR7,Q96J84
Q9UMR7,Q6PJF5
Q9UMR7,Q9NQS3
Q9UMR7,Q14574
Q9UMR7,O75676
Q9UMR7,O75582
Q9UMR7,P13726
Q9UMR7,P11362
Q9UMR7,P21802
Q9UMR7,P22455
Q9UMR7,P22607
Q9UMR7,P12830
Q9UMR7,P78552
Q9UMR7,Q969P0
Q9UMR7,P21709
Q9UMR7,O75325
Q9UMR7,Q8WVN6
Q9UMR7,Q9HCF4
Q9UMR7,Q7Z6J6
Q9UMR7,Q9BRY0
Q9UMR7,Q9UH99
Q9UMR7,P10586
Q9UMR7,Q68CQ7
Q9UMR7,P23458
Q9UMR7,P50895
Q9UMR7,O75882
Q9UMR7,Q9NVJ2
Q9UMR7,Q8TB96
Q9UMR7,P15151
Q9UMR7,P78324
Q9UMR7,P27449
Q9UMR7,Q8IWK6
Q9UMR7,Q16625
Q9UMR7,Q92692
Q9UMR7,P36897
Q9UMR7,P43121
Q9UMR7,Q9P2B2
Q9UMR7,Q9Y4P3
Q9UMR7,P41273
Q9UMR7,Q6EMK4
Q9UMR7,O43674
P27707,P11226
P27707,Q9H3S4
P27707,Q16854
P27707,Q96F45
P27707,P07288
P27707,Q9H1B7
P27707,P24158
Q9UBU2,Q96ST3
Q9UBU2,P08670
Q9UBU2,O75581
Q9UBU2,O75197
Q9UBU2,Q4LE39
Q9UBU2,P01859
Q9UBU2,Q9H0E3
Q9UBU2,Q5PSV4
Q9UBU2,P47929
Q9UBU2,Q8IUE1
Q9UBU2,Q9Y3A5
Q9UBU2,P06702
Q9UBU2,P48594
Q9UBU2,P29508
Q9UBU2,P02787
Q9UBU2,O75446
Q9UBU2,P13928
Q9UBU2,P80188
Q9UBU2,P29374
Q9UBU2,P22735
Q9UBU2,P30613
Q9UBU2,P69905
Q9UBU2,P13796
Q9UBU2,P31151
Q9UBU2,P07476
Q9UBU2,Q08AS3
Q9UBU2,P01903
Q9UBU2,Q9UK53
Q9UBU2,Q9H7L9
Q9UBU2,P68871
Q9UBU2,Q9HCU9
Q9UBU2,P07478
Q9UBU2,P46531
Q9H6Z9,Q92526
Q9H6Z9,P11226
Q9H6Z9,Q9H3S4
Q9H6Z9,P07288
Q9H6Z9,Q8IYL3
Q9H6Z9,P24158
Q13705,P27037
Q13705,Q7Z736
Q13705,P36897
Q13705,P36896
Q13705,P51790
Q13705,P36894
Q13705,P10586
Q13705,Q08345
Q13705,Q8WUM9
Q13705,Q5VV42
Q13705,O14763
Q13705,Q04771
O60503,Q8IV38
O60503,Q6NYC1
O60503,P29475
Q9BWU1,Q9BUE0
Q9BWU1,Q9NWA0
Q9BWU1,Q71SY5
Q9BWU1,A0JLT2
Q9BWU1,Q96HR3
Q9BWU1,Q96G25
Q9BWU1,Q9H944
Q9BWU1,Q9P086
Q9BWU1,Q9UHV7
Q9BWU1,Q15648
Q9BWU1,Q6P2C8
Q9BWU1,Q71F56
Q9BWU1,Q9Y2X0
Q9BWU1,P49336
Q9BWU1,O60244
Q9BWU1,Q93074
Q9BWU1,Q9ULK4
Q9BWU1,Q96RN5
Q9BWU1,Q13503
Q9BWU1,O75586
Q9BWU1,Q9NPJ6
Q9BWU1,Q9H204
Q9BWU1,Q9NVC6
Q9BWU1,E5RFK5
Q9BWU1,Q9NX70
Q9BWU1,Q15528
Q9BWU1,O43513
Q9BWU1,Q9BTT4
Q9BWU1,Q9Y3C7
Q9BWU1,O75448
Q86X02,P27348
Q86X02,P31946
Q86X02,P31947
Q86X02,P61981
Q86X02,P62258
Q86X02,P63104
Q86X02,Q04917
Q86X02,Q86UP2
Q86X02,P78347
Q86X02,P63167
Q86X02,Q01850
Q86X02,Q504U0
Q86X02,P61289
Q86X02,O95721
Q86X02,Q9GZU8
Q9H3R5,Q92674
Q9H3R5,Q9H0C2
Q9H3R5,O75844
Q9H3R5,Q9BS16
Q7L2Z9,P26022
Q7L2Z9,Q13492
Q9UIV1,P47756
Q9UIV1,P47755
Q9UIV1,Q99622
Q9H9E3,Q99653
Q9H9E3,Q8N5A5
O15320,Q9HCU5
O15320,Q5JRA6
Q92667,P31323
Q92667,P13861
Q92667,Q99700
Q92667,Q9H4I3
Q92667,Q96H55
Q92667,Q15434
Q92667,Q6NUI2
Q92667,Q8IXI1
Q92667,O95140
Q8IWT3,Q14999
Q8IWT3,Q86XN6
Q8IWT3,Q08AN1
Q8IWT3,P30084
Q8IWT3,Q709F0
Q8IWT3,Q92990
Q8IWT3,P04637
Q8IWT3,P29475
Q8IWT3,Q9BV20
Q8WV16,P10809
Q8WV16,Q3ZCM7
Q8WV16,P61201
Q8WV16,P49368
Q8WV16,Q13098
Q8WV16,Q13620
Q8WV16,Q13619
Q8WV16,Q9BT78
Q8WV16,Q16531
Q8WV16,Q9UNS2
Q8WV16,O75153
Q8WV16,Q7L5N1
Q8WV16,Q9H9Q2
Q8WV16,P36776
Q8WV16,P78371
Q8WV16,Q7Z7A3
Q8WV16,Q99627
Q8WV16,Q9BW61
Q8WV16,Q92905
Q8WV16,Q9UBW8
Q8WV16,P10588
Q9H8H2,P36578
Q9H8H2,P06748
Q9H8H2,P46783
Q9H8H2,P62913
Q9H8H2,P05388
Q9H8H2,P39023
Q9H8H2,P10412
Q9H8H2,P62906
Q9H8H2,P62753
Q9H8H2,P39019
Q9H8H2,P27635
Q9H8H2,P62241
Q9H8H2,Q9NX58
Q9H8H2,P18621
Q9H8H2,P08865
Q9H8H2,P37108
Q9H8H2,P46779
Q9H8H2,P62424
Q9H8H2,P26373
Q9H8H2,P84098
Q9H8H2,P50914
Q9H8H2,P62899
Q9H8H2,Q02543
Q9H8H2,O15479
Q9H8H2,P62917
Q9H8H2,P42766
Q9H8H2,P40429
Q14562,P39023
Q14562,P62241
Q14562,Q6NYC1
Q14562,Q9UMS4
Q14562,Q9H5V9
Q14562,P50914
Q14562,P62899
Q14562,Q96HN2
Q12926,Q9Y535
Q12926,P48200
Q12926,P10155
Q12926,Q14576
Q12926,Q09161
Q12926,O14556
Q12926,Q9NZB2
Q96C01,Q8NC51
Q96C01,Q9Y232
Q96C01,Q15067
Q96C01,Q969N2
Q96C01,O43251
Q96C01,Q9BZE9
Q96C01,P12931
Q96C01,P55789
Q96NE9,P16402
Q7L5D6,Q3ZCM7
Q7L5D6,P46379
Q7L5D6,P25686
Q7L5D6,Q92890
Q7L5D6,Q71U36
Q7L5D6,Q9BQE3
Q7L5D6,Q9BV68
Q7L5D6,Q8TAT6
Q7L5D6,Q86VP1
Q7L5D6,O43681
Q7L5D6,Q9Y4C2
Q7L5D6,P11441
Q7L5D6,P51617
Q3SY69,P26022
Q9NZM5,P36578
Q9NZM5,Q9H4L5
Q9NZM5,P46783
Q9NZM5,P15880
Q9NZM5,P62913
Q9NZM5,P05388
Q9NZM5,P39023
Q9NZM5,Q07021
Q9NZM5,Q96EY7
Q9NZM5,P10412
Q9NZM5,Q9BXY0
Q9NZM5,Q92552
Q9NZM5,Q9BQG0
Q9NZM5,Q9BZF3
Q9NZM5,Q8N9T8
Q9NZM5,P82664
Q9NZM5,P06748
Q9NZM5,P62917
Q9NZM5,P62753
Q9NZM5,P82675
Q9NZM5,P39019
Q9NZM5,P62841
Q9NZM5,P82933
Q9NZM5,P82663
Q9NZM5,P62241
Q9NZM5,O75683
Q9NZM5,Q8TDD1
Q9NZM5,P62899
Q9NZM5,Q9Y399
Q9NZM5,Q9NX58
Q9NZM5,P18621
Q9NZM5,P08865
Q9NZM5,Q99973
Q9NZM5,P67870
Q9NZM5,P62750
Q9NZM5,Q15050
Q9NZM5,Q9BYG3
Q9NZM5,Q6DKI1
Q9NZM5,Q96ME7
Q9NZM5,P40429
Q9NZM5,Q02543
Q9NZM5,Q00987
Q9NZM5,P84098
Q9NZM5,P62888
Q9NZM5,P62424
Q9NZM5,P26373
Q9NZM5,Q9BQ04
Q9NZM5,Q9Y291
Q9NZM5,Q13601
Q9NZM5,P50914
Q9NZM5,Q13247
Q9NZM5,O95478
Q9NZM5,P42766
Q9NZM5,P62847
Q9NZM5,O15479
Q9NZM5,Q9NQ55
Q9NZM5,Q9Y3D5
Q9NZM5,Q9UGY1
Q9NZM5,Q96G21
P16104,P55209
P16104,P67809
P16104,Q3T8J9
P16104,Q9Y5B9
P16104,P33993
P16104,P49736
P16104,Q9UL18
P16104,Q4G0J3
P16104,Q96P70
P16104,O15355
P16104,Q8N9T8
P16104,Q14566
P16104,Q08945
P16104,P0C0S8
P16104,Q8IUE6
P16104,Q8N108
P16104,P33991
P16104,O43818
P16104,Q6ZRQ5
P16104,Q96HA7
P16104,Q9UGN5
P16104,O95625
P16104,P62826
P16104,Q9NZE8
P16104,Q13247
P16104,Q5TEC6
P16104,P62304
P16104,Q9UHA2
P07900,P08238
P07900,Q58FF6
P07900,Q58FF7
P07900,Q58FG0
P07900,Q58FG1
P07900,Q7L3B6
P07900,P11802
P07900,P50750
P07900,Q3B7T1
P07900,Q16543
P07900,O15111
P11142,Q15393
P11142,P54652
P11142,P31350
P11142,Q9HC35
P11142,Q9NR56
P11142,Q8WUF5
P11142,Q9NVT9
P11142,O95817
P11142,Q92783
P11142,O75165
P11142,Q9Y490
P11142,Q15750
P11142,Q9NZL4
P11142,O14964
P11142,Q14249
P11142,Q15459
P11142,Q9BQC3
P11142,P52732
P11142,P34932
P11142,Q3B7T1
P11142,Q9H0B6
P11142,Q14186
P11142,Q9UDY4
P11142,P10636
P11142,P28290
P11142,Q9C0B7
P11142,O00203
P11142,Q9H4A3
P11142,P53367
P11142,O95816
P11142,Q9H6T0
P11142,Q9H6S3
P11142,Q5T1M5
P11142,O14976
P11142,Q03933
P11142,Q00613
P11142,Q9UHY1
P11142,Q14671
P11142,Q96M27
P11142,Q9Y6D9
P11142,P62873
P11142,P36507
P11142,Q9UL15
P11142,Q15428
P11142,Q15555
P11142,Q9UNN5
P11142,Q14814
P11142,P14859
P11142,Q6P3W7
P11142,Q9H2G2
P11142,Q14667
P11142,Q9UPN9
P11142,Q8NHV4
P11142,Q2TAL8
P11142,P57076
P11142,Q9BZG8
P11142,P46937
P11142,Q7Z434
P11142,Q8N6H7
P11142,Q86SQ0
P11142,Q96AP0
P11142,Q13596
P11142,O15530
P11142,P0CAP2
P11142,O75896
P11142,Q96FZ2
P11142,Q9H6K1
P11142,Q5JPI3
P11142,A3KN83
P11142,Q86YV9
Q9Y4L1,P53675
Q9Y4L1,P50579
Q9Y4L1,P31025
Q9Y4L1,Q9GZZ8
Q9Y4L1,Q9UKJ8
Q9Y4L1,Q92820
Q9Y4L1,P01876
Q9H5V7,Q9HCK8
Q9H5V7,Q8IYH5
Q9H5V7,Q9ULM3
Q9H5V7,O75478
Q9H5V7,Q86XK2
Q9H5V7,Q9H8E8
Q9H5V7,Q9NS73
P30838,P49862
P30838,Q15828
P30838,P42357
P30838,E9PBV3
P30838,P25311
P30838,P31944
P30838,P22735
P30838,P05089
P30838,Q8IW75
P30838,P51648
P30838,Q08188
P30838,Q9H1E1
P30838,P20930
P30838,O75342
P30838,Q15517
P30838,Q9NZH6
P30838,Q14574
P30838,Q6ZVX7
P30838,Q16610
P30838,Q9Y337
P30838,O43548
P30838,A6NED2
P30838,Q5T749
P27930,O00471
P27930,Q9UPT5
P27930,Q9BY42
P27930,O60645
P27930,Q96A65
P27930,B0UZ11
P27930,Q9Y2D4
P27930,Q8TAG9
P27930,Q9NV70
P27930,Q96DE0
P27930,Q8IYI6
P27930,Q15004
P27930,Q96KB5
P27930,Q96KP1
P27930,P30533
P27930,Q9UL25
P27930,Q9Y6B6
P27930,O43665
P27930,P49590
P27930,Q08174
P27930,Q16342
P27930,Q9Y287
P27930,Q8IVM0
Q12905,Q5BKZ1
Q12905,Q15633
Q12905,Q9NZB2
Q12905,Q12906
Q12905,Q96SI9
Q12905,Q92901
Q12905,O43390
Q12905,O60506
Q12905,Q92900
Q12905,Q9NUL3
Q12905,Q96KR1
Q12905,P55265
Q12905,Q7L2E3
Q12905,Q96E39
Q12905,Q14671
Q12905,Q8TB72
Q12905,Q9HCE1
Q12905,Q9UNX3
Q12905,Q9BZJ0
Q12905,Q96E29
Q12905,Q9NUD5
Q12905,Q6PKG0
Q12905,Q659C4
Q12905,O75127
Q12905,Q9UPY3
Q12905,Q1KMD3
Q12905,O00425
Q12905,Q8IYB8
Q12905,Q9H2U1
Q12905,O60508
Q12905,Q9UH17
Q12905,Q8IUX4
Q12905,Q9HCS7
Q12905,P07910
Q12905,O15234
Q12905,Q96MU7
Q12905,Q9UKM9
Q12905,Q9H307
Q12905,O43896
Q12905,O60306
Q12905,Q9UL40
Q12905,Q9UNP9
Q12905,Q9NYY8
Q12905,Q69YN2
Q12905,Q709F0
Q12905,O75569
Q12905,Q8IX01
Q12905,O95900
Q12905,Q9ULR0
Q12905,Q96I51
Q12905,Q96LA8
Q12905,O75494
Q12905,Q8IWX8
Q6NYC1,Q12872
Q6NYC1,Q9P1Y6
Q6NYC1,Q9Y383
Q6NYC1,Q9NQ29
Q6NYC1,O75400
Q6NYC1,Q96IZ7
Q6NYC1,P18583
Q6NYC1,Q9UHX1
Q6NYC1,Q9H0G5
Q6NYC1,Q7L4I2
Q6NYC1,Q7L014
Q6NYC1,Q14498
Q6NYC1,Q9Y5B6
Q6NYC1,P26368
Q6NYC1,O95232
Q6NYC1,Q8TAF3
Q6NYC1,Q8NAV1
Q6NYC1,Q9UBB9
Q6NYC1,Q96HR8
Q6NYC1,Q8WUA2
Q6NYC1,Q9NP64
Q6NYC1,Q9Y388
Q6NYC1,P49756
Q6NYC1,Q05519
Q6NYC1,Q8WXA9
Q6NYC1,Q8IX18
Q6NYC1,P49761
Q6NYC1,O95639
Q6NYC1,P00352
Q6NYC1,Q9NWB6
Q6NYC1,Q9C0J8
Q6NYC1,Q8N5F7
Q6NYC1,Q9BU76
Q9P206,Q9Y221
Q9P206,Q9Y2A7
Q9P206,Q9UQB8
Q9P206,Q9BXY0
Q9P206,Q7L576
Q9P206,Q96F07
Q9P206,Q6T4R5
Q9P206,Q9UNX3
Q9P206,P16333
Q9P206,O43639
Q9P206,Q8IZP0
Q9P206,Q9NYB9
Q9P206,Q8N8S7
Q9P206,Q92558
Q9P206,Q9Y6W5
Q9P206,Q86VQ2
Q9P206,P50552
Q9P206,Q01105
Q9P206,Q14BN4
Q9P206,Q5SYE7
Q9P206,Q0VG06
Q9P206,Q15050
Q9P206,Q15397
Q9P206,P16104
Q9P206,O95478
Q9P206,Q9NQ55
Q9P206,Q8WUW1
Q9P206,Q9HAN9
Q14155,Q14161
Q14155,Q9Y2X7
Q14155,Q14160
Q14155,P29144
Q14155,Q13177
Q14155,Q13153
Q14155,O15254
Q14155,Q15052
Q14155,P11217
Q14155,Q9UL33
Q14155,Q9Y296
Q14155,Q9ULA0
Q14155,P22670
Q14155,Q9GZN8
Q14155,Q9UII2
P17931,Q86VS0
P17931,P01024
P17931,Q8IZA0
P17931,O15439
P17931,P18433
P17931,P42892
P17931,Q9HB90
P17931,P55011
P17931,O75165
P17931,Q9NX00
P17931,P02675
P17931,P02679
P17931,P02647
P17931,P16070
P17931,P02671
P17931,Q92887
P17931,P33527
P17931,P23470
P17931,Q8N697
P17931,Q9P2B2
P17931,P08648
P17931,O00592
P17931,Q12913
P17931,Q99808
P17931,Q5XXA6
P17931,P09382
P17931,P19256
P17931,Q9UHW9
P17931,Q9UP95
P17931,Q9Y666
P17931,P23634
P17931,Q93050
P17931,Q9UIQ6
P17931,O15554
P17931,B2CI53
P17931,P52569
P17931,P02765
P17931,E7EUT2
P17931,Q6UVK1
P17931,Q9ULI3
P17931,Q9H7F0
P17931,Q8TD43
P17931,Q8NBW4
P17931,P63027
P17931,Q5T3F8
P17931,Q8WUX1
P17931,Q8IWA5
P17931,Q9Y639
P17931,Q9UMF0
P17931,P15151
P17931,P02787
P17931,Q7Z7N9
P17931,Q7Z3C6
P17931,Q13740
P17931,Q6UXD5
P17931,O43688
P17931,P08962
P17931,P68871
P17931,P50443
P17931,Q96BD0
P17931,Q9BXP2
P17931,Q9P0T7
P17931,O60266
Q9NU23,Q53GT1
Q9NU23,O14561
Q9NU23,P26440
P23508,Q9UJF2
P23508,Q5VWQ8
P23508,O15534
P23508,Q99490
P23508,P49674
P23508,P48730
P23508,Q14C86
P23508,Q9Y2J4
P23508,Q9NXR1
Q9UHK0,Q15649
Q9UHK0,Q9NWK9
Q9UHK0,Q9Y265
Q9H1M0,O15294
Q9H1M0,Q9BVL2
Q9H1M0,Q7Z3B4
Q13438,Q9UBV2
Q13438,P52815
Q13438,P29475
Q13438,Q8NCR0
Q13438,Q5SNT2
A6NDY0,Q9H9A5
A6NDY0,A5YKK6
A6NDY0,A8K2U0
A6NDY0,P06702
A6NDY0,O75439
A6NDY0,Q96DA0
A6NDY0,O75175
A6NDY0,Q8NEX9
A6NDY0,Q9UIV1
A6NDY0,Q9NZN8
A6NDY0,P04745
A6NDY0,Q92600
Q02809,P31943
Q02809,P55795
Q02809,P53420
Q02809,Q99715
Q02809,Q92791
Q02809,Q6AZY7
Q02809,P39060
Q02809,Q8IVL6
Q02809,P12110
Q02809,P12109
Q02809,Q5TAT6
Q02809,Q14050
Q02809,O00469
Q02809,Q9UJJ9
Q02809,Q6ZSZ5
Q02809,Q7Z309
Q02809,Q9H2C0
Q02809,Q9BTP6
P36873,Q12972
P36873,O95405
P36873,Q96SB3
P36873,E9PDX1
P36873,Q9UBK9
P36873,Q9H6T3
P36873,Q96EK5
P36873,P49750
P36873,Q9H792
P36873,Q8WUF5
P36873,Q15435
P36873,Q96MX6
P36873,Q96RT1
P36873,P41236
P36873,O94763
P36873,Q96KQ4
P36873,Q13625
P36873,P62136
P36873,P62140
P36873,Q69YH5
P36873,Q8NI77
P36873,Q5UIP0
P36873,Q9P2K8
P36873,A6NKD9
P36873,Q9NUG6
P36873,Q96QC0
P36873,Q8IWU2
P36873,Q6NYC8
P36873,Q8NG31
P36873,Q14684
P36873,Q9NWS0
P36873,Q7Z3T8
P36873,Q9HCD6
P36873,Q14CS0
P36873,O60927
P36873,Q9GZN8
P36873,Q6PJW8
P36873,Q99622
P36873,Q4KMQ1
Q9Y2T4,Q99832
Q9Y2T4,P49368
Q9Y2T4,Q8WVK7
Q9Y2T4,P78371
Q9Y2T4,P40227
Q9Y2T4,Q9BTL4
Q9Y2T4,P17987
Q9Y2T4,P48643
Q9Y2T4,P30154
Q9Y2T4,P30153
Q9Y2T4,Q00005
Q9Y2T4,P60510
Q9Y2T4,P62714
Q9Y2T4,P67775
Q9Y2T4,Q5QP82
Q9Y2T4,Q7Z309
Q9Y2T4,Q8IX90
Q9Y2T4,Q9BXL8
Q7Z3C6,Q8NBM4
Q7Z3C6,Q8TAT6
Q7Z3C6,Q86TM6
Q7Z3C6,O00214
Q7Z3C6,Q14344
P28065,Q99460
P28065,P25789
P28065,O14818
P28065,Q8TAA3
P28065,P28074
P28065,Q969U7
P28065,P40306
P28065,Q14997
P28065,P25787
P28065,P35998
P28065,P25788
P28065,P20618
P28065,P60900
P28065,O43242
P28065,O00231
P28065,P62333
P28065,P17980
P28065,P49721
P28065,Q06323
P28065,Q13200
P28065,P25786
P28065,Q9UL46
P28065,Q99436
P28065,P48556
P28065,O00232
P28065,Q9Y3I1
P28065,O95456
P28065,Q9Y244
P28065,P51665
P28065,Q15008
P28065,P28072
P28065,P61289
P28065,P28070
P28065,P49720
P28065,Q9H9L7
P28065,Q53H80
P28065,Q9GZU8
P28065,Q5VYK3
P28065,Q9BT73
P28065,Q92530
P28065,P28062
P28065,Q5JS54
Q93096,Q6P4Q7
Q93096,Q8NE01
Q93096,Q9H8M5
Q8N0V3,Q8WVZ9
Q8N0V3,Q86V97
Q8N0V3,A6NJ78
Q8N0V3,Q53GT1
Q8N0V3,Q9H3Q1
Q8N0V3,Q9BYN8
P62847,O95714
P62847,P46783
P62847,P15880
P62847,P23396
P62847,P05388
P62847,P10412
P62847,P62249
P62847,Q9BQG0
P62847,Q9UNX3
P62847,P61247
P62847,Q8NEJ9
P62847,Q96GA3
P62847,P62753
P62847,P39019
P62847,P62841
P62847,P62241
P62847,O75683
P62847,P62899
P62847,Q8N567
P62847,P08865
P62847,P62750
P62847,P62424
P62847,P50914
P62847,Q9BYN8
P62847,P42766
P62847,O15479
P62847,Q9H814
P62847,Q9H2U1
P62847,Q07955
P62847,Q96JN8
O43159,Q9UNX3
O43159,P35251
O43159,Q9H6S0
O43159,P06748
O43159,Q9GZR7
O43159,P62913
O43159,Q9BQ39
O43159,P05388
O43159,P39023
O43159,Q5JTH9
O43159,Q14690
O43159,Q9NY93
O43159,Q7L2E3
O43159,P10412
O43159,Q49A26
O43159,Q6IN85
O43159,Q03701
O43159,Q9H8H2
O43159,Q9Y4P3
O43159,Q5C9Z4
O43159,Q7Z2W4
O43159,P62906
O43159,P29144
O43159,Q9UNX4
O43159,Q9BZE4
O43159,P62917
O43159,P62753
O43159,Q9NVV4
O43159,P19525
O43159,Q8TDD1
O43159,Q9NX58
O43159,P42696
O43159,P48378
O43159,P22670
O43159,Q15397
O43159,Q8IY37
O43159,P37108
O43159,Q8WTT2
O43159,Q9ULA0
O43159,Q68D10
O43159,P49902
O43159,Q9P2X3
O43159,P40429
O43159,Q02543
O43159,O60287
O43159,P62888
O43159,P62424
O43159,P26373
O43159,Q9Y3T9
O43159,Q9Y388
O43159,Q8N8A6
O43159,Q12788
O43159,P50914
O43159,Q8NI36
O43159,O15479
O43159,P25490
O43159,Q96CB9
O43159,Q9H7E9
O43159,O75569
O43159,Q9H0I9
O43159,Q9UII2
O43159,Q9ULW3
O43159,Q8N4P3
Q15020,Q9Y4Z0
Q15020,O43395
Q15020,Q9H6E5
Q15020,O43172
Q15020,A8MWD9
Q15020,P55769
Q15020,Q7L2J0
Q15020,Q9UK45
Q15020,Q8N5A5
Q15020,P62304
Q15020,Q9Y4Y9
Q15020,P38432
Q15020,P62312
Q15020,P14678
Q15020,P62310
Q15020,P62306
Q8NBX0,P04843
Q8NBX0,Q96ER3
Q8NBX0,P27216
O94979,P55735
O94979,F5H8C6
Q99442,Q9UBF2
Q99442,Q96E29
Q99442,Q14232
Q99442,P24390
Q99442,Q8NE86
Q99442,Q9NUQ7
Q99442,Q5SWX8
Q99442,Q9NR50
Q99442,O94919
Q99442,P49755
Q99442,Q13144
Q99442,O15120
Q86VS0,Q96T83
Q86VS0,Q9BYC5
Q86VS0,P51648
Q86VS0,Q96FL9
Q86VS0,Q96EC8
Q8N5C6,O14556
Q99933,P62191
Q99933,O75832
Q99933,P00352
Q99933,Q9BRP4
Q99933,Q16401
P28290,Q96ES7
Q9UNK0,O75396
Q9UNK0,Q96N66
Q9UNK0,O15498
Q9UNK0,Q12981
Q9UNK0,Q9NRW7
Q9UNK0,P54920
Q9UNK0,Q9P2W9
Q9UNK0,Q8WVM8
Q9UNK0,O95249
Q9UNK0,O75695
Q9UNK0,Q99747
Q9UNK0,Q13190
Q9UNK0,O43752
Q9UNK0,O60499
Q9UNK0,Q86Y82
Q9UNK0,O15400
Q9UNK0,Q96AJ9
Q9UNK0,Q9BYC5
Q9UNK0,O75379
Q9UNK0,O14653
Q9UNK0,Q14344
Q9UNK0,Q9BXS4
Q9UNK0,P62879
Q9UNK0,Q16880
Q9UNK0,O75844
Q9UNK0,O95721
Q9UNK0,Q9BV40
Q9UNK0,Q9UEU0
Q9UNK0,P51809
Q9UNK0,Q15836
Q9UNK0,P63027
Q8IWU5,Q9Y4B6
Q8IWU5,P17480
Q8IWU5,Q9C0C9
Q8IWU5,Q8IWV8
Q8IWU5,Q9UK22
Q8IWU5,P07199
Q8IWU5,Q9BW61
Q8IWU5,P31431
Q8IWU5,Q86VM9
Q8IWU5,Q6PID8
Q8IWU5,Q9P2J9
O75683,Q9UNX3
O75683,P05387
O75683,P05386
O75683,Q4G0J3
O75683,P36578
O75683,Q9H9Y2
O75683,P11274
O75683,P67809
O75683,Q6PK04
O75683,Q9NW13
O75683,Q69YQ0
O75683,Q9H6S0
O75683,O75694
O75683,Q9H9L3
O75683,Q9BQG0
O75683,Q9GZR7
O75683,P46783
O75683,P15880
O75683,P62913
O75683,Q9BYN8
O75683,Q8IY81
O75683,Q9NR30
O75683,Q9BQ39
O75683,Q6ZN55
O75683,P05388
O75683,P39023
O75683,Q14690
O75683,P48378
O75683,P22670
O75683,P17020
O75683,Q9Y5J1
O75683,P78362
O75683,P62906
O75683,P18124
O75683,Q9NUL3
O75683,O95793
O75683,Q9H0A0
O75683,O76094
O75683,Q7L2E3
O75683,Q9NY93
O75683,Q02878
O75683,P35251
O75683,Q03701
O75683,P10412
O75683,Q9P2X3
O75683,P28482
O75683,P27361
O75683,Q49A26
O75683,P19338
O75683,Q9BXY0
O75683,C9JTZ6
O75683,Q92614
O75683,Q9NY61
O75683,O76021
O75683,Q96GQ7
O75683,Q9GZR2
O75683,Q9H8H2
O75683,P62249
O75683,Q9NRW3
O75683,Q5JTH9
O75683,Q07020
O75683,Q8N9T8
O75683,P11182
O75683,Q9Y6K9
O75683,Q9BRJ6
O75683,Q9Y450
O75683,Q5C9Z4
O75683,Q9Y2L1
O75683,B4DV38
O75683,Q5SW79
O75683,Q7Z2W4
O75683,Q9H7E9
O75683,Q9NUQ6
O75683,P19525
O75683,Q15361
O75683,P29144
O75683,P51398
O75683,Q9UNX4
O75683,Q8TD47
O75683,O15226
O75683,P06748
O75683,Q9BZE4
O75683,Q9Y3B9
O75683,Q8IXM3
O75683,Q9BSC4
O75683,Q07955
O75683,O43422
O75683,P62917
O75683,P49902
O75683,P62753
O75683,O43159
O75683,Q5VYS8
O75683,Q8N4P3
O75683,Q969Q0
O75683,Q14692
O75683,Q16643
O75683,P39019
O75683,Q12788
O75683,O00411
O75683,Q9BYG3
O75683,O43290
O75683,P62750
O75683,P62841
O75683,Q9HD26
O75683,Q5T3I0
O75683,P82933
O75683,P42696
O75683,Q96PU5
O75683,Q9NVV4
O75683,Q15269
O75683,Q8NC60
O75683,P27635
O75683,Q5VWQ0
O75683,P82663
O75683,O15254
O75683,Q9BVI4
O75683,P62241
O75683,Q15050
O75683,Q14684
O75683,Q9NVP1
O75683,Q8IY37
O75683,Q9UHA3
O75683,P62899
O75683,Q8TDD1
O75683,Q96GM8
O75683,Q96ME7
O75683,Q9NX58
O75683,O95453
O75683,P18621
O75683,Q9NWT1
O75683,Q8WY36
O75683,Q96K58
O75683,Q9H6R4
O75683,Q13601
O75683,P08865
O75683,Q15397
O75683,Q8WTT2
O75683,P37108
O75683,Q8WYA6
O75683,Q13823
O75683,P62424
O75683,Q7L3S4
O75683,Q9ULA0
O75683,Q6IQ21
O75683,Q6P158
O75683,O95478
O75683,Q68D10
O75683,P46779
O75683,Q96EL2
O75683,Q96EK7
O75683,P82673
O75683,Q6DKI1
O75683,P08708
O75683,P40429
O75683,P61513
O75683,Q9H329
O75683,Q02543
O75683,Q9Y324
O75683,O60287
O75683,P49711
O75683,P84098
O75683,Q9H7B2
O75683,P62888
O75683,P26373
O75683,Q8NI36
O75683,Q00577
